idbook,title,author,language,code,section,description,physical_state,status,price
3185,KNUFFLE BUNNY,MO WILLEMS,INGLES,308545,FR,AVENTURA,,1,0
3186,ALICE´S ADVENTURES IN WONDERLAND,LEWIS CARROLL,INGLES,308546,FR,NOVELA,,1,0
3187,A TOOTH IS LOOSE,LISA TRUMBAUER,INGLES,308547,FR,AVENTURA,,1,0
3188,AL CAPONE DOES MY SHIRTS,GENNIFER CHOLDENKO,INGLES,308549,FR,AVENTURA,,1,0
3189,PIRATES TREASURE,PHILLIP BURROWS,INGLES,308555,FR,NOVELA,,1,0
3190,BITES,ANONIMO,INGLES,308556,FR,AVENTURA,,1,0
3191,SURVIVE,HELEN BROOKE,INGLES,308557,FR,NOVELA,,1,0
3192,CINDERELLA,ANONIMO,INGLES,308568,FR,AVENTURA,,1,0
3193,PERCY JACKSON AND THE OLYMPIANS SEA OF MONSTERS,RICK RIORDAN,INGLES,308573,FR,AVENTURA,,1,0
3194,GREAT EXPECTATIONS,CHARLES DICKENS,INGLES,308574,FR,NOVELA,,1,0
3195,WHY I AM AFRAID OF BEES,SCHOLASTIC,INGLES,308577,FR,TERROR,,1,0
3196,ZELDA AND IVY AND BOY NEXT DOOR,LAURA MCGEE,INGLES,308579,FR,AVENTURA,,0,0
3197,EL SOLDADITO DE PLOMO,SCHOLASTIC,INGLES,308582,FR,AVENTURA,,1,0
3198,WIDE AWAKE JAKE,RACHEL ELLIOT,INGLES,308583,FR,DICCIONARIO,,1,0
3199,ONE BEAR LOST,KAREN HAYLES,INGLES,4009470,FR,AVENTURA,,1,0
3200,BABY ANIMALS,SCHOLASTIC,ESPAÑOL,4009510,LL,AVENTURA,,1,0
3201,BABYBUG,ANONIMO,INGLES,308592,FR,AVENTURA,,1,0
3202,THE BUCK ADVENTURE,SHELLEY GILL,INGLES,308593,FR,AVENTURA,,1,0
3203,SNOW WHITE,ANONIMO,INGLES,308594,FR,AVENTURA,,1,0
3204,THE BEAUTY AND THE BEAST,ANONIMO,INGLES,308595,FR,AVENTURA,,1,0
3205,PYGMALIUN,GEORGE BERNARD SHAW,INGLES,308597,FR,AVENTURA,,1,0
3206,I WON´T SHARE,HANS WILHELM,INGLES,308598,FR,AVENTURA,,1,0
3207,LITTLE RED RIDING HOOD,ANONIMO,INGLES,308599,FR,AVENTURA,,1,0
3208,THE CANTERVILLE,OSCAR WILDE,INGLES,308600,FR,NOVELA,,1,0
3209,CLIFFORDS GOOD DEEDS,SCHOLASTIC,ESPAÑOL,308601,LL,AVENTURA,,1,0
3210,THE PHANTOM OF THE OPERA,JENNIFER BASSETT,INGLES,308603,FR,NOVELA,,1,0
3211,BENJI´S NEW FRIENDS,JILLIAN HARKER,INGLES,308609,FR,AVENTURA,,1,0
3212,"TWINKLE, TWINKLE, TIME FOR BED",SCHOLASTIC,ESPAÑOL,4009457,LL,AVENTURA,,1,0
3213,DANNY AND THE DINOSAUR,ANONIMO,INGLES,308621,FR,AVENTURA,,0,0
3214,I AM SNOW,JEAN MARZOLLO,INGLES,308626,FR,AVENTURA,,1,0
3215,ADDIE´S BAD DAY,JOAN ROBINS,INGLES,308630,FR,AVENTURA,,1,0
3216,TROUBLE OS MY BEESWAX,BRUCE HALE,INGLES,308631,FR,AVENTURA,,1,0
3217,KIDNAP,JOHN ESCOTT,INGLES,308633,FR,HISTORIAS,,0,0
3218,DOWN MOP DOWN,ANONIMO,INGLES,308634,FR,AVENTURA,,1,0
3219,FROGGY`S DAY WITH DAD,JONATHAN LONDON,INGLES,308647,FR,AVENTURA,,1,0
3220,THE GROUCHY LADYBUG,ERIC CARLE,INGLES,308648,FR,AVENTURA,,1,0
3221,RED EYED TREE FROG,JOY COWLEY,INGLES,308649,FR,AVENTURA,,0,0
3222,THE THREE BILLY GOATS GRUFF,STEPHEN CARPENTER,INGLES,308651,FR,AVENTURA,,1,0
3223,THE NIGHT BEFORE KINDERGARTEN,NATASHA WING,INGLES,308652,FR,AVENTURA,,1,0
3224,CLIFFORD GOES TO HOLLYWOOD,SCHOLASTIC,INGLES,308653,FR,AVENTURA,,1,0
3225,ANT CITIES,ARTHUR DORROS,INGLES,308655,FR,AVENTURA,,1,0
3226,BUNNY CAKES,ROSEMARY WELLS,INGLES,308656,FR,AVENTURA,,1,0
3227,FREEDOM CAT,H. H. CARDIGAN,INGLES,308657,FR,AVENTURA,,1,0
3228,DUCK AND A BOOK,DAVID SHANNON,INGLES,308660,FR,AVENTURA,,1,0
3229,HENRY AND MUDGE,CYNTHIA RYLANT,INGLES,308662,FR,AVENTURA,,1,0
3230,FREEDOM CAT,H. H. CARDIGAN,INGLES,308663,FR,AVENTURA,,1,0
3231,THE POP GROUP,MARGARET MAHY,INGLES,308664,FR,AVENTURA,,1,0
3232,HOW FROG LOST HIS TAIL,KRIS ALLEN,INGLES,308666,FR,AVENTURA,,1,0
3233,HIROKO MAKES THE TEAM,CRENNAN RAY,INGLES,308667,FR,AVENTURA,,1,0
3234,THE BIGGEST SNOWMAN EVER,STEVEN KROLL,INGLES,308669,FR,AVENTURA,,1,0
3235,CALVIN´S PLAN,NADIA VEGAS,INGLES,308670,FR,AVENTURA,,0,0
3236,A CITY HORSE,ANNA CICERO,INGLES,308671,FR,AVENTURA,,1,0
3237,MARTY MCGUIRE,SCHOLASTIC,INGLES,308675,FR,AVENTURA,,1,0
3238,FARM,ELISHA COOPER,INGLES,308676,FR,AVENTURA,,1,0
3239,THE ELEPHANT MAN,TIM VICARY,INGLES,308678,FR,NOVELA,,1,0
3240,RUMPELSTILTSKIN,ANONIMO,INGLES,308681,FR,AVENTURA,,1,0
3241,MARLEY NOT A PEEP!,ANONIMO,INGLES,4010336,FR,AVENTURA,,0,0
3242,THE BOXCAR CHILDREN,ANONIMO,INGLES,308684,FR,AVENTURA,,1,0
3243,AFTERNOON ON THE AMAZON,MARY POPE OSBORNE,INGLES,308685,FR,AVENTURA,,0,0
3244,LITTLE THUMB,ANONIMO,INGLES,308686,FR,AVENTURA,,1,0
3245,MY TURTLE AND ME,OWEN BERNTEIN,INGLES,4009521,FR,AVENTURA,,1,0
3246,GIRAFFE´S SAD TALE,ALMA FLOR ADA,INGLES,308692,FR,AVENTURA,,1,0
3247,THE MORE WE ARE TOGETHER,SCHOLASTIC,ESPAÑOL,308694,LL,AVENTURA,,1,0
3248,BARACK OBAMA OF THE THEE I SING,ALFREED A. KNOPF,ESPAÑOL,308695,LL,AVENTURA,,1,0
3249,DEADLOCK,SARA PARETSKY,INGLES,308696,FR,NOVELA,,1,0
3250,DETECTIVE DINOSAUR LOST AND FOUND,JAMES SKOFIEL,INGLES,308697,FR,AVENTURA,,0,0
3251,THE CAFETERIA LADY FROM THE BLACK LAGOON,MIKE THALER,INGLES,308700,FR,AVENTURA,,1,0
3252,HARRY POTTER,J. K. ROWLING,INGLES,308701,FR,AVENTURA,,1,0
3253,THE CALL OF THE WILD,JACK LONDON,INGLES,308706,LG,AVENTURA,,1,0
3254,ISLAND OF THE BLUE DOLPHINS,GORDON KORMAN,INGLES,308709,FR,AVENTURA,,1,0
3255,ICE AGE THE MELTDOWN,ANONIMO,INGLES,4009450,FR,AVENTURA,,1,0
3256,MYSTERY AT THE MILL,ELSPETH RAWSTRON,INGLES,308712,GR,AVENTURA,,1,0
3257,LOST LOVE AND OTHER STORIES,JAN CAREV,INGLES,308713,FR,AVENTURA,,1,0
3258,THE LONG WAY TO A NEW LAND,JOAN SANDIN,INGLES,308714,FR,AVENTURA,,0,0
3259,A CHRISMAS CAROL,CHARLES DICKENS,INGLES,308716,GR,AVENTURA,,1,0
3260,99 DAYS,KATIE COTUGNO,INGLES,308719,FR,HISTORIA,,0,0
3261,THE CAT IN THE HAT,ANONIMO,ESPAÑOL,308721,LL,AVENTURA,,1,0
3262,THE TALE OF PETER RABBIT,ANONIMO,INGLES,308723,FR,AVENTURA,,1,0
3263,THE SAND CASTLE CONTEST,MICHAEL MARTCHENKO,INGLES,308724,FR,AVENTURA,,1,0
3264,UP CLOSE CRITTERS,ANONIMO,INGLES,308725,FR,AVENTURA,,1,0
3265,CURIOUS GEORGE,MARGRET AND H. A. REY´S,INGLES,4009497,FR,AVENTURA,,1,0
3266,THE LITTLE RED HEN,SCHOLASTIC,INGLES,308728,FR,AVENTURA,,1,0
3267,THE MAGIC SCHOOL BUS,JOANNA COLE,INGLES,308730,FR,AVENTURA,,1,0
3268,I LOVE MY PUPPY,SUSAM NICHOLSON,INGLES,308735,FR,AVENTURA,,1,0
3269,THE BREADWINNER,DEBORAH ELLIS,INGLES,308739,FR,NOVELA,,1,0
3270,IT´S CATCHING,MARIA FERNANDA HEREDIA,INGLES,308740,FR,AVENTURA,,1,0
3271,THE APPEAL,JOHN GRISHAM,INGLES,308744,FR,AVENTURA,,1,0
3272,THE BROKER,JOHN GRISHAM,INGLES,308752,FR,AVENTURA,,1,0
3273,I´VE GOT A MESSAGE MAN,ANONIMO,INGLES,308753,FR,AVENTURA,,1,0
3274,THE LAMB-A-ROO,DIANA KIMPTON,INGLES,308754,LL,AVENTURA,,1,0
3275,A DINOSAUR NAMED SUE THE FIND OF THE CENTURY,SCHOLASTIC,INGLES,4009484,FR,AVENTURA,,1,0
3276,HI FLY GUY,TEDD ARNOLD,INGLES,4009560,FR,AVENTURA,,1,0
3277,DORA LA EXPLORADORA,SCHOLASTIC,INGLES,308757,FR,AVENTURA,,1,0
3278,RIO 2,ANONIMO,INGLES,4009520,FR,AVENTURA,,1,0
3279,"SHOO, FLY GUY",TEDD ARNOLD,INGLES,308761,FR,AVENTURA,,1,0
3280,LET´S EAT,SCHOLASTIC,INGLES,308763,FR,AVENTURA,,1,0
3281,THE BEDTIME TREASURY,ANONIMO,INGLES,308767,FR,AVENTURA,,1,0
3282,LLAMA DRAMA,SCHOLASTIC,INGLES,4010262,FR,AVENTURA,,1,0
3283,THE FOOT BOOK,DR. SEUSS,INGLES,4009816,FR,AVENTURA,,1,0
3284,SANTA´S WORKSHOP,NANCY PARENT,INGLES,308774,FR,AVENTURA,,1,0
3285,OLD TURTLE,DOUGLAS WOOD,INGLES,308775,FR,AVENTURA,,1,0
3286,MI MAMA ES ESTUPENDA,GABY GOLDSACK,ESPAÑOL- INGLES,308776,LL,BILINGÜE,,1,0
3287,GRAMPA SAM,ANONIMO,INGLES,308780,FR,AVENTURA,,1,0
3288,YERTLE THE TURTLE AND OTHER STORIES,DR. SEUSS,INGLES,308782,FR,AVENTURA,,1,0
3289,PRICILLA,ANONIMO,INGLES,308783,FR,DICCIONARIO,,1,0
3290,FIDDLER,ANONIMO,INGLES,308785,FR,AVENTURA,,1,0
3291,IRA WORD WORTHY,STEPHEN COSGROVE,ESPAÑOL,308788,LL,AVENTURA,,1,0
3292,MY LUCKY DAY,KEIKO KASZA,INGLES,4009592,FR,AVENTURA,,1,0
3293,CHRISTMAS TREES ARE SPECIAL,NANCY PARENT,INGLES,308791,FR,AVENTURA,,1,0
3294,STONE SOUP,JON J MUTH,INGLES,308793,FR,DICCIONARIO,,1,0
3295,DOROTHY AND MIKEY,KEIKO KASZA,INGLES,308796,FR,AVENTURA,,1,0
3296,ABC,DR. SEUSS,INGLES,308797,FR,AVENTURA,,1,0
3297,HEIDI,ANONIMO,ESPAÑOL,308799,LL,AVENTURA,,1,0
3298,LITTLE COTTONTAIL,ANONIMO,INGLES,308801,FR,AVENTURA,,1,0
3299,THEMONSTER AT THE END OF THIS BOOK,ANONIMO,INGLES,308803,FR,AVENTURA,,1,0
3300,THE UGLY DICKLING,ANONIMO,INGLES,4010364,FR,AVENTURA,,1,0
3301,LOCOMOTORA,ROSA M. PUJADO,ESPAÑOL,308814,D,APRENDIZAJE,,1,0
3302,THE QUILT,ANN JONAS,INGLES,308816,FR,AVENTURA,,1,0
3303,I AM AN ARTIST,PAT LOWERY COLLINS,INGLES,308817,FR,AVENTURA,,1,0
3304,QUICK AS A CRICKET,AUDREY WOOD,INGLES,308818,FR,AVENTURA,,1,0
3305,THE LEGEND OF THE POINSETTIA,TOMIE DEPAOLA,INGLES,308819,FR,AVENTURA,,1,0
3306,OUR NEW PUPPY,ISABELLE HARPER,INGLES,308820,FR,AVENTURA,,1,0
3307,THE TREK,ANN JONAS,INGLES,308821,FR,AVENTURA,,1,0
3308,YOU SILLY GOOSE,ELLEN STOLL WALSH,INGLES,308822,FR,AVENTURA,,1,0
3309,THE KISSING HAND,ANDREY PENN,INGLES,308823,FR,AVENTURA,,1,0
3310,RABBIT,SCHOLASTIC,INGLES,308824,FR,AVENTURA,,1,0
3311,D.W. THINKS BIG,MARC BROWN,INGLES,308825,FR,AVENTURA,,1,0
3312,THE JOURNEY OF A SWALLOW,ANONIMO,INGLES,308826,FR,AVENTURA,,1,0
3313,GOOD NIGHT OWL,PAT HUTCHINS,INGLES,308828,FR,AVENTURA,,1,0
3314,BY BEST FRIEND,PAT HUTCHINS,INGLES,308829,FR,AVENTURA,,1,0
3315,ME TOO,MERCER MAYER,INGLES,308830,FR,AVENTURA,,1,0
3316,EN 1492,JEAN MARZOLLO,ESPAÑOL,308831,LL,AVENTURA,,1,0
3317,THE ROOSTER WHO WENT TO HIS INVLE`S WEDDING,ALMA FLOR ADA,INGLES,308832,FR,AVENTURA,,1,0
3318,CAN´T YOU SLEEP LITTLE BEAR,MARTIN WADDELL,INGLES,308833,FR,AVENTURA,,1,0
3319,JAMBERRY,BRUCE DEGEN,INGLES,308834,FR,AVENTURA,,1,0
3320,CARRY GO BRING COME,VYANNE SAMUELS,INGLES,308835,FR,AVENTURA,,1,0
3321,LET´S GET THE RHYTHM,ANNE MIRANDA,INGLES,308836,FR,AVENTURA,,1,0
3322,THE DAY JIMMY´S BOA ATE THE WASH,TRINKA HAKES NOBLE,INGLES,308837,FR,AVENTURA,,1,0
3323,TITCH,PAT HUTCHINS,INGLES,308838,FR,AVENTURA,,1,0
3324,CHRYSANTHEMUM,KEVIN HENKES,INGLES,308839,FR,AVENTURA,,1,0
3325,DOCTOR DE SOTO,WILLIAM STEIG,INGLES,308841,FR,DICCIONARIO,,1,0
3326,DOG BREATH,DAV PILKEY,INGLES,308842,FR,AVENTURA,,1,0
3327,BUGGED BY BUGS,ANONIMO,INGLES,308845,FR,AVENTURA,,1,0
3328,THE BREMEN TOWN MUSICIANS,RUTH BELOV GROSS,INGLES,308846,FR,AVENTURA,,1,0
3329,FRAIDY CATS,STEPHEN KRENSKY,INGLES,308847,FR,AVENTURA,,1,0
3330,BUBBLES TROUBLE,MARY PACKARD,INGLES,4010331,FR,AVENTURA,,1,0
3331,JACK AND HIS COMPUTER,C. J. MOORE,INGLES,308849,FR,AVENTURA,,1,0
3332,LITTLE BEARS´S FRIEND,ELSE HOLMELUND MINARIK,INGLES,308850,FR,AVENTURA,,1,0
3333,NO MORE MONSTERS FOR ME,PEGGY PARISH,INGLES,308851,FR,AVENTURA,,1,0
3334,PIZZA PARTY,GRACE MACCARONE,INGLES,308852,FR,AVENTURA,,1,0
3335,BIG BEAR SMALL BEAR,ANONIMO,INGLES,308853,FR,AVENTURA,,1,0
3336,THE BALLON RACE,JENNIFER BASSETT,INGLES,308854,FR,AVENTURA,,1,0
3337,A PONY FOR A PRINCESS,DISNEY,INGLES,308855,FR,AVENTURA,,0,0
3338,A PONY FOR A PRINCESS,DISNEY,INGLES,308856,FR,AVENTURA,,1,0
3339,PINKY AND REX AND THE PERFECT PUMPKIN,JAMES HOWE,INGLES,308857,FR,AVENTURA,,1,0
3340,MADELINE SAYS MERCI,JOHN BERMELMANS,INGLES,308858,FR,AVENTURA,,0,0
3341,SHIPWRECK SATURDAY,SCHOLASTIC,INGLES,308859,FR,AVENTURA,,1,0
3342,THE LITTLES AND THE BIG BLIZZARD,SCHOLASTIC,INGLES,308860,FR,AVENTURA,,0,0
3343,HELEN KELLER AND THE STORM,ANONIMO,INGLES,308861,FR,AVENTURA,,1,0
3344,UNICORN SEEMS TO HAVE LOST ITS HAT,GAIL TUCHMAN,INGLES,308863,FR,AVENTURA,,1,0
3345,A PONY FOR A PRINCESS,DISNEY,INGLES,4009461,FR,AVENTURA,,1,0
3346,BUISCUIT,ALYSSA SATIN CAPUCILLI,INGLES,308865,FR,AVENTURA,,1,0
3347,CHARLIE NEEDS A CLOAK,TOMIE DEPAOLA,INGLES,308866,FR,AVENTURA,,1,0
3348,JUST LIKE DADDY,FRANK ASCH,INGLES,4009456,FR,AVENTURA,,1,0
3349,OWL MOON,JANE YOLEN,INGLES,308869,FR,AVENTURA,,1,0
3350,TIGER CAN´T SLEEP,SCHOLASTIC,INGLES,308870,FR,AVENTURA,,1,0
3351,ALLEJANDRO´S GIFT,RICHARD ALBERT,INGLES,308872,FR,AVENTURA,,1,0
3352,TOO MANY TAMALES,GARY SOTO,INGLES,308873,FR,AVENTURA,,1,0
3353,DEREK THE KNITTING DINOSAUR,MARY BLACKWOOD,INGLES,308874,FR,AVENTURA,,1,0
3354,ALADDIN,DISNEY,INGLES,308878,LL,AVENTURA,,1,0
3355,THE EARTH AND I,FRANK ASCH,INGLES,308879,GR,AVENTURA,,1,0
3356,HOPPER,MARCUS PFISTER,INGLES,308880,FR,AVENTURA,,1,0
3357,THE BEAUTY AND THE BEAST,ANONIMO,INGLES,308881,FR,AVENTURA,,1,0
3358,DESERT GIANT,BARBARA BASH,INGLES,308882,FR,AVENTURA,,1,0
3359,JUST YOU AND ME,IVAN BATES,INGLES,308883,FR,AVENTURA,,1,0
3360,THE ABC BUNNY,WANDA GAG,INGLES,308884,FR,AVENTURA,,1,0
3361,THUNDER CAKE,PATRICIA POLACCO,INGLES,308885,FR,AVENTURA,,1,0
3362,CHICKEN SUNDAY,PATRICIA POLACCO,INGLES,308886,FR,AVENTURA,,1,0
3363,THE CHRISTMAS BLIZZARD,HELEN KETTEMAN,INGLES,308887,FR,AVENTURA,,1,0
3364,DOGS DON´T WEAR SNEAKERS,LAURA NUMEROFF,INGLES,308888,FR,AVENTURA,,0,0
3365,HOW DO I LOVE YOU,MARION DANE BAUER,INGLES,308889,FR,AVENTURA,,1,0
3366,HARRY AND THE TERRIBLE WHATZIT,DICK GACKENBACH,INGLES,308890,FR,AVENTURA,,1,0
3367,NOISY NORA,ROSEMARY WELLS,INGLES,308891,FR,AVENTURA,,1,0
3368,THE LAST PHOTO,BERNARD SMITH,INGLES,308892,FR,AVENTURA,,1,0
3369,WHOSE HAT IS IT,VALERI GORBACHEV,INGLES,308893,FR,AVENTURA,,1,0
3370,MARTIN AND TOOTH FAIRY,BERNICE CHARDIET,INGLES,308894,FR,AVENTURA,,1,0
3371,IGUAL QUE MI AMIGA GRANDE,SILVIA T. DIEZ,ESPAÑOL,308896,LL,AVENTURA,,1,0
3372,THE PRINCESS AND THE PEA,ANONIMO,INGLES,308899,FR,AVENTURA,,1,0
3373,MY FIRST THANKGIVING,TOMIE DEPAOLA,INGLES,308900,FR,AVENTURA,,1,0
3374,DAD SAVES THE DAY,BEN FARRELL,INGLES,308901,FR,AVENTURA,,1,0
3375,NI UN PELO DE TONTO,PELAYO,ESPAÑOL,4100852,LL,AVENTURA,,1,0
3376,CENICIENTA,ANONIMO,ESPAÑOL,308904,LL,AVENTURA,,1,0
3377,FROGS,CAROLYN MACLULICH,INGLES,308905,FR,AVENTURA,,1,0
3378,PETEY,DEBORAH EATON,INGLES,308908,FR,AVENTURA,,1,0
3379,INSECTS,CAROLYN MACLULICH,INGLES,308909,FR,AVENTURA,,1,0
3380,AIR IS ALL AROUND YOU,FRANKLYN M. BRANLEY,INGLES,308910,FR,AVENTURA,,1,0
3381,WIND,SUSAN CANIZARES,INGLES,308912,FR,AVENTURA,,1,0
3382,DANCING TO THE RIVER,GRACE HALLWORTH,INGLES,308913,FR,AVENTURA,,1,0
3383,OBE FINE DAY,NONNY HOGROGIAN,INGLES,308916,FR,AVENTURA,,1,0
3384,THE DOORBELL RANG,PAT HUTCHINS,INGLES,308917,FR,AVENTURA,,1,0
3385,THE GREAT TRASH BASH,LOREEN LEEDY,INGLES,308918,FR,AVENTURA,,1,0
3386,WHEN SPRING COMES,ROBERT MAASS,INGLES,308919,FR,AVENTURA,,1,0
3387,THE LITTLE ENGINE THAT COULD,WATTY PIPER,INGLES,308920,FR,AVENTURA,,1,0
3388,HAVE YOU SEEN MY DUCKLING,NANCY TAFURI,INGLES,308921,FR,AVENTURA,,1,0
3389,"PUPPIES IN, PUPPIES OUT",ANONIMO,INGLES,308922,FR,AVENTURA,,1,0
3390,DOWN BY THE BAY,NADINE BERNARD WESTCOTT,INGLES,308923,FR,AVENTURA,,1,0
3391,"ALEXANDER AND THE TERRIBLE, HORRIBLE, NO GOOD, VERY BAD DAY",JUDITH VIORST,INGLES,308924,FR,AVENTURA,,1,0
3392,OVER IN THE MEADOW,EZRA JACK KEATS,INGLES,308925,FR,AVENTURA,,1,0
3393,BEN´S TRUMPEL,RACHEL ISADORA,INGLES,4010254,FR,AVENTURA,,0,0
3394,HAVE YOU SEEN MY DUCKLING,NANCY TAFURI,INGLES,308927,FR,AVENTURA,,1,0
3395,"PASS THE FRITTERS, CRITTERS",CHERYL CHAPMAN,INGLES,308928,FR,AVENTURA,,0,0
3396,ANIMAL FEET,CAROLYN MCLULICH,INGLES,308930,FR,AVENTURA,,1,0
3397,"ZIPPING, ZAPPING, ZOOMING BATS",ANN EARLE,INGLES,308931,FR,AVENTURA,,1,0
3398,ALL ABOUT OWLS,JIM ARNOSKY,INGLES,308932,FR,AVENTURA,,1,0
3399,HAVE YOU SEEN MY DUCKLING,NANCY TAFURI,INGLES,308933,FR,AVENTURA,,1,0
3400,HAVE YOU SEEN MY DUCKLING,NANCY TAFURI,INGLES,308934,FR,AVENTURA,,1,0
3401,"CHANGES, CHANGES",PAT HUTCHINS,INGLES,308935,FR,AVENTURA,,1,0
3402,DINOSAURS,GAIL GIBBONS,INGLES,308936,FR,AVENTURA,,1,0
3403,"ONE DUCK, ANOTHER DUCK",CHARLOTTE POMERANTZ,ESPAÑOL,308937,LL,AVENTURA,,1,0
3404,BORREGUITA AND THE COYOTE,VERNA AARDEMA,INGLES,308938,FR,AVENTURA,,1,0
3405,WHEN THE ROOSTER CROWED,PATRICIA ILLIE,INGLES,308939,FR,AVENTURA,,1,0
3406,AMELIA´S FANTASTIC FLIGHT,ROSE BURSIK,INGLES,308940,FR,AVENTURA,,1,0
3407,PINKY AND REX AND THE SCHOOL PLAY,JAMES HOWE,INGLES,308941,FR,AVENTURA,,1,0
3408,MARTIN´S DREAM,JANE KURTZ,INGLES,308942,FR,AVENTURA,,1,0
3409,ANIMAL TRACKS,ARTHUR DORROS,INGLES,308943,FR,AVENTURA,,1,0
3410,"JUMP, FROG, JUMP",ROBERT KALAN,INGLES,308944,FR,AVENTURA,,1,0
3411,HAVE YOU SEEN MY DUCKLING,NANCY TAFURI,INGLES,308948,FR,AVENTURA,,1,0
3412,THE BREMEN TOWN MUSICIANS,CALDECOTT HONOR BOOK,INGLES,308949,FR,AVENTURA,,1,0
3413,A HUMMINGBIRD´S LIFE,JOHN HIMMELMAN,INGLES,308950,FR,AVENTURA,,1,0
3414,BETCHA,STUART J. MURPHY,INGLES,308952,GR,AVENTURA,,1,0
3415,HAVE YOU SEEN MY DUCKLING,NANCY TAFURI,INGLES,308953,FR,AVENTURA,,1,0
3416,"JUMP, FROG, JUMP",ROBERT KALAN,INGLES,308954,GR,AVENTURA,,1,0
3417,"GREGORY, THE TERRIBLE EASTER",MITCHELL SHARMAT,INGLES,308957,FR,AVENTURA,,1,0
3418,HAVE YOU SEEN MY DUCKLING,NANCY TAFURI,INGLES,308958,FR,AVENTURA,,1,0
3419,A BABY SISTER FOR FRANCES,RUSSELL HOBAN,INGLES,308959,FR,DICCIONARIO,,1,0
3420,CHESTER´S WAY,KEVIN HENKES,INGLES,308960,FR,AVENTURA,,1,0
3421,THE CAT WHO WORE A POT ON HER HEAD,JAN SLEPIAN,INGLES,308961,FR,AVENTURA,,1,0
3422,TWAS THE NIGHT BEFORE THANKSGIVING,DAV PILKEY,INGLES,4009541,FR,AVENTURA,,1,0
3423,ARTHUR´S NOSE,MARC BROWN,INGLES,308963,FR,AVENTURA,,1,0
3424,BEAR SHADOW,FRANK ASCH,INGLES,308964,FR,AVENTURA,,1,0
3425,ELEPHANT ON BOARD,SUSE MCDONALD,INGLES,308966,GR,CIRCO,,1,0
3426,HAVE YOU SEEN MY DUCKLING,NANCY TAFURI,INGLES,308967,FR,AVENTURA,,1,0
3427,TOO MANY KANGAROO THINGS TO DO,STUART J. MURPHY,INGLES,308968,FR,AVENTURA,,1,0
3428,WHEN WINTER COMES,ROBERT MAASS,ESPAÑOL,308969,LL,AVENTURA,,1,0
3429,FOX AND HIS FRIENDS,EDWARD MARSHALL,INGLES,308970,FR,AVENTURA,,0,0
3430,A PONY FOR A PRINCESS,DISNEY,INGLES,308971,FR,AVENTURA,,1,0
3431,DIXIE AND THE CLASS TREAT,GRACE GILMAN,INGLES,308972,FR,AVENTURA,,1,0
3432,DRAGON GETS BY,DAV PILKEY,INGLES,4009455,FR,AVENTURA,,1,0
3433,THE FAIRY BERRY BAKE OFF,DISNEY,INGLES,308976,FR,AVENTURA,,0,0
3434,SCOOBY DOO AND THE CUPCAKE CAPER,SCHOLASTIC,INGLES,4009586,FR,AVENTURA,,1,0
3435,A PONY FOR A PRINCESS,DISNEY,INGLES,308978,FR,AVENTURA,,1,0
3436,SAFARI,SCHOOLASTIC,INGLES,308982,FR,AVENTURA,,1,0
3437,THE BACKYARD TREASURE,JOANNE ROCKLIN,INGLES,308983,FR,AVENTURA,,1,0
3438,DANCIN DINOS GO TO SCHOOL,SALLY LUCAS,INGLES,308984,FR,AVENTURA,,0,0
3439,AVALANCHE,SCHOLASTIC,INGLES,308986,FR,AVENTURA,,1,0
3440,BUZZ SAID THE BEE,WENDY LWINSON,INGLES,308987,FR,AVENTURA,,1,0
3441,THE MYSTERY OF THE MISSING DOG,ELIZABETH LEVY,INGLES,308988,FR,AVENTURA,,1,0
3442,I AM A LEAF,JEAN MARZOLLO,INGLES,308989,FR,AVENTURA,,1,0
3443,THE LUNCH BOX SURPRISE,GRACE MACCARONE,INGLES,308990,FR,AVENTURA,,1,0
3444,BUZZZ SAID BEE,WENDY CHERETTE,INGLES,308991,FR,AVENTURA,,1,0
3445,THE LITTLES MAKE A FRIEND,SCHOLASTIC,INGLES,308992,FR,AVENTURA,,1,0
3446,A BOOK ABOUT YOUR SKELETON,RUTH BELOV GROSS,INGLES,308993,FR,AVENTURA,,1,0
3447,BUG BUSINESS,ANN WEIL,INGLES,308996,FR,AVENTURA,,1,0
3448,DIXIE AND THE CLASS TREAT,GRACE GILMAN,INGLES,308997,FR,AVENTURA,,1,0
3449,THE MISSING TOOTH,MARY PACKARD,INGLES,308998,FR,AVENTURA,,1,0
3450,"HELLO, CAT, YOU NEED A HAT",RITA GOLDEN GELMAN,INGLES,308999,FR,AVENTURA,,1,0
3451,DIRTY ON MY SHIRT,JEFF FOXWORTHY,INGLES,309000,FR,AVENTURA,,1,0
3452,RAIN,SCHOLASTIC,INGLES,309001,FR,AVENTURA,,1,0
3453,GEORGE THE DRUMMER BOY,NATHANIEL BENCHLEY,INGLES,309715,FR,AVENTURA,,1,0
3454,THE RAVEN BOYS,MAGGIE STIEFVATER,INGLES,400036,FR,AVENTURA,,1,0
3455,AL CAPONE DOES MY HOMEWORK,GENNIFER CHOLDENKO,INGLES,400041,FR,AVENTURA,,1,0
3456,LET´S WIN,VERONICA BONILLA,INGLES,400144,FR,AVENTURA,,1,0
3457,NEW LIFE STYLES AND THE ANTINOMIAN PERSONALTY,NATHAN ADLER,INGLES,400196,FR,AVENTURA,,1,0
3458,CINDERELLA IN THE CITY,ANONIMO,INGLES,400217,FR,AVENTURA,,1,0
